filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
TN Budget 2021-22 OOMF.pdf,2,camelot,other,(vii) ^ xjofr ^ 3lfi^^I5T 3TRc^t^ 1^,4,3.0,5.0,3.0,1.0,,,,,,
TN Budget 2021-22 OOMF.pdf,3,camelot,other,WSatiiRa <v)wj/ ^^^77^^ 4^i^/itf)&•<' ■Si^ihi W<il!^ci>,2,77.0,4.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,3,camelot,other,1. tix«ni% ^f^^7R9iR 1.1 ^<{4?k{fr % aeo ^ -ifr Rfll^ ^5?I Pl^!Rd 1. *rRcT ^'JpftRr^ 1.1 (^FfcRft)^,8,1.0,7.0,9.0,1.1,4.0,5.0,1.0,1.1,,
TN Budget 2021-22 OOMF.pdf,3,camelot,other,225.00 ^ wiRrt/R^Rjd fpR ^^HlRd if 'ti4>d( ^«t«i1R> TRFftRrar a^k arrRi^ TiWT ^ wrRki ^ RitjlRo ^rtf R>^<i w,3,225.0,4.0,1.0,,,,,,,
TN Budget 2021-22 OOMF.pdf,3,camelot,other,^TT kiqyii 3ll75lf^ sqR ^r^EIR|3TT ^WIT ttcpfli t cwlRj 'TRcT,3,3.0,75.0,3.0,,,,,,,
TN Budget 2021-22 OOMF.pdf,3,camelot,other,^EIRfJTT 1.2 ^ ^?ff ^ ^•diMRcb (^d??rszrH,1,1.2,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,3,camelot,other,"1.2 ""t^l^d ^TR^tvFTRfr ^ ^ w«rpT/3T^?RTT ti>t \jn?n",2,1.2,3.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,3,camelot,other,^HcR^) 3T^?RTT ^ wTTtl' tl,1,3.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,3,camelot,other,1.3 ^Kci)^ §<PI^ IRT R»iiI5d,2,1.3,5.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,^ ^TtTrRT 3ik ^?8TT ^ (ifgR-TNTK ^ uiMi^otodQ (^h?^),2,3.0,8.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,5.00 cP^P?,1,5.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,arf^RRnaff ^ 3tt£ir if,1,3.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,% 3T?rf1ci arf^NRnaff % sngR >81 j'4\Pf4> ^ WU -tjxitp clW RtjlRfl 1^,6,3.0,1.0,81.0,4.0,4.0,1.0,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,wiMmcpo; >{;Jvt1 cp,1,1.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,tpt % 1^ TftT^Tdrdr^kr^ Rni'NT,1,1.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,3ffT 'WrTTsrfhnf ^ if t afk TFi,1,3.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,tl aTTEJTR^T t 3TiT: cfirt,1,3.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,t^TTT ^laiM ^ tcH? 4060 «P^ W,1,4060.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,"HiRlcp t?IT tflvlll % R^cT 98,500",1,98500.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,345.02 Mtjii^i'Jl <flvndl %,1,345.02,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,yid^fd ii'iRwl PTT 4r<iyvj|I,1,4.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,610 ^jRr? w?,1,610.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,"18,000 gro >HRdRd ^ (^T)^",1,18000.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,^ 'PTT «|R®0 IMlRtp^,1,0.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,26 W?,1,26.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,4Twiii >t ti*i<T if 1?cf,2,4.0,1.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,"TRltt ""^^TT 4l'4dl ^ RchcM 5,500",3,4.0,4.0,5500.0,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,^>fR2rr ^tRt ^FFJ if),1,2.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,"53,000",1,53000.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,"■giT 'PTcT -TTTRpff % qR""« iimR«p1 if 9.38%",2,1.0,9.38,,,,,,,,
TN Budget 2021-22 OOMF.pdf,4,camelot,other,^ W5TT T[flT9I^W%,2,5.0,9.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,(iv)^rf^ ^ (41^41 cii4) : crRcj ^imfM ^j5t ^r?R TjciaTTt^ cjjt zim w^mr,4,41.0,41.0,4.0,5.0,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,65.00* ^ 2020-21 ^^RPT,3,65.0,2020.0,-21.0,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,"""""T^dTT^^ 5RT ^^iHT3Tlr %",2,5.0,3.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,31.3.2020 ^ f^TfrT %,2,31.3,2020.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,"MRm>cl ^ (9%) W(a4>ci wnft cb'<""1ll",3,9.0,4.0,1.0,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,"(^iM^nt-2003: 2,20,",2,-2003.0,220.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,890; ^Tft6ftc[Tt-2014:,3,890.0,6.0,-2014.0,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,"2,37,976)1",2,237976.0,1.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,(4lvm 3israi,2,4.0,3.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,% 3TpRRn3Tt ^ '5Icf-,3,3.0,3.0,5.0,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,yl^Vid >ifcl4>o %,1,4.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,5,camelot,other,^J<R5TT #1,2,5.0,1.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,6,camelot,other,% 100 cIT^ ^5^,2,100.0,5.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,6,camelot,other,(vi) arsoT ^r?H ^ten ^ cm ^-3rrh,1,-3.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,6,camelot,other,150 TJiftrnf Mqidl>rit (i^'d'Tl),1,150.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,6,camelot,other,arPRRTRff ^ ^ wsn >ilrdi6i Tlf^,1,6.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,6,camelot,other,"^ ^ c{i><ii PitilRd arf^RTpfr ^6?i""< vJiHi-wpoi % artSre? cjiwRchaiteT^ai^fTR",1,6.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,6,camelot,other,3 3io<lci Wdl^ytii'^ >{1^131 Tiw-TRTK Wt armtf^,4,3.0,3.0,1.0,131.0,,,,,,
TN Budget 2021-22 OOMF.pdf,6,camelot,other,cpqy\Ji fTSIT ^6d'< Pixa'tai tjTft^%3icrf?T dr^ifed ■5IW RdlRd 'Tff,3,6.0,3.0,5.0,,,,,,,
TN Budget 2021-22 OOMF.pdf,6,camelot,other,5rRT'ff^ I arf'Tmcnaff wsTT,1,5.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,1. Demand No. 29-Department of Economic Affairs,2,1.0,29.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,Viability Gap Funding (CS) 7,1,7.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,Interest Equalisation Support for Indian Companies (08) 7,2,8.0,7.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,2. Demand No. 31-Department of Financial Services,2,2.0,31.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,Grants to NABARD to settle the claims under Indo-Swiss Cooperation-VI 8,1,8.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,"Pradhan Mantri Jeevan JyotI BIma Yojana and Pradhan Mantri SufaRsh^Blma""Yojana""(Publiclty— 8",1,8.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,and Awareness) (08),1,8.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,(iii) Pradhan Mantri Vaya Vandan Yojana (PMWY) 8,1,8.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,(iv) Varishtha Pension BIma Yojana (VPBY): Interest subsidy to LIO for Pension Plan for Senior 9,1,9.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,(V) Credit Guarantee Scheme for Stand-Up India - CGSSI (through NCGTC) 10,1,10.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,7,camelot,other,(vi) Government Co-contribution to Atal Pension Yojana (CS) 10,1,10.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,2021-22 Output Indicator (s) Target Outcome Indicator (s),2,2021.0,-22.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,1. Improve financial/ 1.1 Total number ofProjects 1 .Improved Private 2.1 Total Net Private,4,1.0,1.1,1.0,2.1,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,250.00,1,250.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,1.2. TPC of Projects,1,1.2,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,2.2 Percentage increase in,1,2.2,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,- 1.3.-Totaiy.GF.disbursed (in,1,1.3,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,1.4 Number of projects for (estimated) as compared to,1,1.4,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,"1. Improved concessional loan I.l No. of new No Specific taiget can be 1 .Improved strategic, 1.1.Tolal No of No Specific",3,1.0,1.0,1.1,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,225.00,1,225.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,infrastructure,foreign govt owned/controlled commended keeping in 1.2.Number of projects abroad,1,1.2,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,entity 1.2.TotaI worth of projects view the strategic interest newcountries supported are identified/,1,1.2,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,1.3.Number of new keeping in view,1,1.3,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,1.3.Number of projects projects supported (YoY) the strategic,1,1.3,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,8,camelot,other,executed by Indian enti^ 1.4. Change in worth of interest of India.,1,1.4,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,Financial Outlay OUTPUTS 2021-22,2,2021.0,-22.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,Indicator (s) Target 2021-22 Outcome Indicator (s) Target 2021-22,4,2021.0,-22.0,2021.0,-22.0,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,2021-22 Output,2,2021.0,-22.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,Promotion of non-farm Release of refinance Rs. 0.84 cr.,1,0.84,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,0.84 Refinance by NABARD for Percentage of amount,1,0.84,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,Around 100%,1,100.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,NIL No numerical targets can Increase in the subscriber Rs. 5.00 cr. No,1,5.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,5.00 Creation of awareness about,1,5.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,"Coverage of senior citizens No. of Senior Citizens opting 98,500 4060 Cr",2,98500.0,4060.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,345.02,1,345.02,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,"18,000",1,18000.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,Lie for Death 610 Cr,1,610.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,"No. of Senior Citizens opting 5,500",1,5500.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,for the half yearly pension 26 Cr,1,26.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,"53,000",1,53000.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,9,camelot,other,938%,1,938.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,10,camelot,other,65.00* Timely disbursement to 100% Number of subscribers Old age security due to Release of guaranteed Anticipated release,2,65.0,100.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,10,camelot,other,"subscribers of VPBY (VPBY -2003: 2,20,890; 100% guaranteed return return to subscribers to the extent of 65",4,-2003.0,220890.0,100.0,65.0,,,,,,
TN Budget 2021-22 OOMF.pdf,10,camelot,other,"VPBY-2014: 2,37,976) as to all Varistha Pension cr. to Lie of India.",2,-2014.0,237976.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,10,camelot,other,on 31.03.2020 covered Bima Yojana (VPBY),2,31.03,2020.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,10,camelot,other,during 2020-21. subscribers by providing,2,2020.0,-21.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,10,camelot,other,rate of return (9%).,1,9.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,11,camelot,other,"Rs.lOO Crore To encourage collateral free Cumulative number of loan 7,700",1,7700.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,11,camelot,other,"43,200",1,43200.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,11,camelot,other,ID lakh to 100 lakh) to loans to be sanctioned,1,100.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,11,camelot,other,2021-22.,2,2021.0,-22.0,,,,,,,,
TN Budget 2021-22 OOMF.pdf,11,camelot,other,150 Incentive to APY Service Amountsanctioned for Old age security to the Total no. of subscribers Targets cannot be,1,150.0,,,,,,,,,
TN Budget 2021-22 OOMF.pdf,11,camelot,other,3Cr. Promotional Campaign under Number of Promotional,1,3.0,,,,,,,,,
