filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
TN Budget 2023-24 OOMF.pdf,1,camelot,other,(vi) भारत- ि(cid:232)वक सहयोग – 6 के तहत दाव(cid:585) के (cid:871)लपटान के (cid:871)लए नाबाड(cid:91) को अनुदान 3,7,232.0,6.0,585.0,871.0,871.0,91.0,3.0,,,
TN Budget 2023-24 OOMF.pdf,1,camelot,other,(vii) अटल प(cid:581)शन योजना (सीएस) 3-4,3,581.0,3.0,-4.0,,,,,,,
TN Budget 2023-24 OOMF.pdf,1,camelot,other,3. मांग सं(cid:201)या 33 – लोक उ(cid:622)यम (cid:874)वभाग,5,3.0,201.0,33.0,622.0,874.0,,,,,
TN Budget 2023-24 OOMF.pdf,1,camelot,other,"(i) परामश(cid:91), पुन(cid:292)(cid:91)(cid:871)श (cid:162)ण और पुन(cid:467)न(cid:91)योजन (सीआरआर) योजना 5",8,91.0,292.0,91.0,871.0,162.0,467.0,91.0,5.0,,
TN Budget 2023-24 OOMF.pdf,1,camelot,other,(ii) सीपीएसईज और एसएलपीईज से संबं(cid:876)ध त जेने(cid:464)रक मु(cid:423)(cid:585) पर अनुसंधान (cid:874)वकास और परामश(cid:91) 5,7,876.0,464.0,423.0,585.0,874.0,91.0,5.0,,,
TN Budget 2023-24 OOMF.pdf,2,camelot,other,2023-24 2023-24,4,2023.0,-24.0,2023.0,-24.0,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,ÉÊ´ÉkÉÉÒªÉ {ÉÉÊ®´ªÉªÉ |ÉÉÊiÉ{ÉEãÉ 2022-23 {ÉÉÊ®hÉÉàÉ 2023-24,4,2022.0,-23.0,2023.0,-24.0,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,2023-24 2023-24,4,2023.0,-24.0,2023.0,-24.0,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,100 jÉ@hÉ BÉäE ÉÊãÉA MÉÉ®Æ]ÉÒ BÉE´É® |ÉnÉxÉ ªÉÉäVÉxÉÉ BÉäE iÉciÉ MÉÉ®Æ]ÉÒBÉßEiÉ 2300 ºÉnºªÉ jÉ@hÉnÉjÉÉÒ ºÉÆºlÉÉ+ÉÉå,2,100.0,2300.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,näxÉÉ ÉÊVÉºÉºÉä ºÉnºªÉ jÉ@hÉnÉjÉÉÒ 1918 (ÉÊnxÉÉÆBÉE 31.10.2022 º´ÉÉÒBÉßEiÉ ÉÊBÉEA VÉÉxÉä ´ÉÉãÉä jÉ@hÉ,3,1918.0,31.1,2022.0,,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,"ªÉÉäVÉxÉÉ àÉÉSÉÇ, 2022 iÉBÉE {ÉÉjÉ º´ÉÉºlªÉ {ÉÉÊ®ªÉÉäVÉxÉÉ+ÉÉå ãÉÉMÉÚ xÉcÉÓ",1,2022.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,100 jÉ@hÉ BÉäE ÉÊãÉA MÉÉ®Æ]ÉÒ BÉE´É® |ÉnÉxÉ ªÉÉäVÉxÉÉ BÉäE iÉciÉ MÉÉ®Æ]ÉÒBÉßEiÉ jÉ@hÉ ºÉnºªÉ jÉ@hÉnÉjÉÉÒ ºÉÆºlÉÉ+ÉÉå,1,100.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,i. {ÉÉÒAàÉVÉäVÉä¤ÉÉÒ´ÉÉ<Ç +ÉÉè® àÉ<Ç 2023 àÉå {ÉÉìÉÊãÉºÉÉÒ ´É­ÉÇ,1,2023.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,1.50 {ÉÉÒAàÉVÉäVÉä¤ÉÉÒ´ÉÉ<Ç +ÉÉè® {ÉÉÒAàÉAºÉ¤ÉÉÒ´ÉÉ<Ç ÉÊ´ÉkÉÉÒªÉ ´É­ÉÇ BÉäE nÉè®ÉxÉ VÉÉ®ÉÒ ÉÊBÉEA àÉÉc àÉå nÉä ¤ÉÉ® |ÉàÉÖJÉ àÉ<Ç 2023 àÉå {ÉÉìÉÊãÉºÉÉÒ,2,1.5,2023.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,{ÉÉÒAàÉVÉäVÉä¤ÉÉÒ´ÉÉ<Ç-15%,1,-15.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,3,camelot,other,{ÉÉÒAàÉAºÉ¤ÉÉÒ´ÉÉ<Ç-10%,1,-10.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,189.70 ªÉÉäVÉxÉÉ 31 àÉÉSÉÇ 2023 iÉBÉE,3,189.7,31.0,2023.0,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,|ÉvÉÉxÉ àÉÆjÉÉÒ ´ÉªÉ ´ÉÆnxÉÉ ªÉÉäVÉxÉÉ BÉäE ÉÊ´ÉkÉÉÒªÉ ´É­ÉÇ BÉäE nÉè®ÉxÉ {Éå¶ÉxÉ |ÉvÉÉxÉ àÉÆjÉÉÒ ´ÉªÉ ´ÉÆnxÉÉ ªÉÉäVÉxÉÉ |ÉvÉÉxÉ àÉÆjÉÉÒ ´ÉªÉ ´ÉÆnxÉÉ ªÉÉäVÉxÉÉ ªÉÉäVÉxÉÉ 31 àÉÉSÉÇ 2023,2,31.0,2023.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,"111.47 xÉªÉä ´ªÉ´ÉºÉÉªÉÉå BÉäE ÉÊãÉA ªÉc ªÉÉäVÉxÉÉ ¤ÉÆn cÉä SÉÖBÉEÉÒ cè* BÉäE´ÉãÉ àÉÉèVÉÚnÉ +ÉÉÊ£ÉnÉiÉÉ+ÉÉå BÉEÉä ºÉ®BÉEÉ® BÉEÉÒ ºÉcÉªÉiÉÉ ºÉä MÉÉ®Æ]ÉÒBÉßEiÉ |ÉÉÊiÉãÉÉ£É BÉEÉ £ÉÖMÉiÉÉxÉ ÉÊBÉEªÉÉ VÉÉ ®cÉ cè* <ºÉ |ÉBÉEÉ®, BÉEÉä<Ç xÉªÉÉ |ÉÉÊiÉ{ÉEãÉ ªÉÉ {ÉÉÊ®hÉÉàÉ",1,111.47,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,100± 0.83,2,100.0,0.83,,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,0.83 <ºÉ {ÉÉÊ®ªÉÉäVÉxÉÉ BÉäE iÉciÉ MÉè® BÉßEÉÊ­É FÉäjÉ BÉäE ÉÊãÉA xÉÉ¤ÉÉbÇ uÉ®É ÉÊ´ÉkÉ ´É­ÉÇ 2023-24 BÉäE nÉè®ÉxÉ +ÉÉÉÎºiÉ ºÉßVÉxÉ +ÉÉè® {ÉÚÆVÉÉÒ,3,0.83,2023.0,-24.0,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,ÉÊ´ÉkÉÉÒªÉ {ÉÉÊ®´ªÉªÉ +ÉÉ=]{ÉÖ] 2022-23 {ÉÉÊ®hÉÉàÉ 2023-24,4,2022.0,-23.0,2023.0,-24.0,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,2023-24¯ 2023-24¯¯ 2023-24^,6,2023.0,-24.0,2023.0,-24.0,2023.0,-24.0,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,245 ¤ÉäciÉ® VÉÉMÉ°ôBÉEiÉÉ BÉäE,1,245.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,245 +É]ãÉ {Éå¶ÉxÉ ªÉÉäVÉxÉÉ (A{ÉÉÒ´ÉÉ<Ç) ºÉä´ÉÉ A{ÉÉÒ´ÉÉ<Ç ºÉä´ÉÉ |ÉnÉiÉÉ+ÉÉå BÉEÉä xÉÉàÉÉÆÉÊBÉEiÉ +ÉÉÊ£ÉnÉiÉÉ+ÉÉå BÉEÉÒ ¤ÉéBÉEÉå +ÉÉè® bÉBÉE ÉÊ´É£ÉÉMÉ,1,245.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,|ÉSÉÉ® +ÉÉÊ£ÉªÉÉxÉÉå BÉäE ÉÊãÉA º´ÉÉÒBÉßEiÉ 5 ¤ÉäciÉ® VÉÉMÉ°ôBÉEiÉÉ BÉäE,1,5.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,5 +É]ãÉ {Éå¶ÉxÉ ªÉÉäVÉxÉÉ (A{ÉÉÒ´ÉÉ<Ç BÉäE xÉÉàÉÉÆÉÊBÉEiÉ +ÉÉÊ£ÉnÉiÉÉ+ÉÉå BÉEÉÒ ãÉFªÉ =kÉ®nÉªÉÉÒ xÉcÉÓ cè,1,5.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,4,camelot,other,3,1,3.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,5,camelot,other,ÉÊ£ÉxxÉiÉÉ ÉÊxÉÉÊvÉªÉxÉ BÉäE ÉÊãÉA º´ÉÉÒBÉßEiÉ ªÉc ºÉÖÉÊxÉÉÎ¶SÉiÉ BÉE®xÉä BÉäE ÉÊãÉA {Éå¶ÉxÉ£ÉÉäMÉÉÒ ºÉàÉÉVÉ ¤ÉxÉÉxÉä BÉäE 2035 BÉäE ¤ÉÉn ãÉÉ£ÉÉÉÎx´ÉiÉ ãÉFªÉ ºÉÆ¶ÉÉävÉxÉ ªÉÉäMªÉ,1,2035.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,5,camelot,other,271 +É]ãÉ {Éå¶ÉxÉ ªÉÉäVÉxÉÉ (A{ÉÉÒ´ÉÉ<Ç) BÉäE,1,271.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,5,camelot,other,BÉEÉä 2035 ºÉä xªÉÚxÉiÉàÉ {Éå¶ÉxÉ£ÉÉäÉÊMÉªÉÉå BÉäE ¤ÉÉÒSÉ ÉÊ´É¶´ÉÉºÉ ºÉÆJªÉÉ* ÉÊ´ÉiÉ®hÉ 2035 ºÉä {ÉcãÉä,2,2035.0,2035.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,6,camelot,other,ÉÊ´ÉkÉÉÒªÉ {ÉÉÊ®´ªÉªÉ +ÉÉ=]{ÉÖ] 2023-24 +ÉÉ=]BÉEàÉ 2023-24,4,2023.0,-24.0,2023.0,-24.0,,,,,,
TN Budget 2023-24 OOMF.pdf,6,camelot,other,(âó{ÉA BÉE®Éä½ àÉå) +ÉÉ=]{ÉÖ] ºÉÚSÉBÉE ãÉFªÉ 2023-24 +ÉÉ=]BÉEàÉ ºÉÚSÉBÉE ãÉFªÉ 2023-24,4,2023.0,-24.0,2023.0,-24.0,,,,,,
TN Budget 2023-24 OOMF.pdf,6,camelot,other,2023-24,2,2023.0,-24.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,6,camelot,other,1. {É®ÉàÉ¶ÉÇ A´ÉÆ |ÉÉÊ¶ÉFÉhÉ BÉäE àÉÉvªÉàÉ 1.1 |ÉÉÊ¶ÉÉÊFÉiÉ ´ÉÉÒ+ÉÉ®AºÉ/´ÉÉÒAºÉAºÉ 1. {É®ÉàÉ¶ÉÇ A´ÉÆ |ÉÉÊ¶ÉFÉhÉ BÉäE 1.1 {ÉÖxÉÉÊxÉÇªÉÉäÉÊVÉiÉ ´ÉÉÒ+ÉÉ®AºÉ/ 65±,5,1.0,1.1,1.0,1.1,65.0,,,,,
TN Budget 2023-24 OOMF.pdf,6,camelot,other,1500,1,1500.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,6,camelot,other,3.40 ºÉä {ÉßlÉBÉDBÉßEiÉ BÉEàÉÇSÉÉÉÊ®ªÉÉå BÉEÉ ÉÊ´ÉBÉEã{ÉvÉÉÉÊ®ªÉÉå/=xÉBÉäE +ÉÉÉÊgÉiÉÉå BÉEÉÒ ºÉÆJªÉÉ àÉÉvªÉàÉ ºÉä {ÉßlÉBÉDBÉßEiÉ BÉEàÉÇSÉÉÉÊ®ªÉÉå ´ÉÉÒAºÉAºÉ ÉÊ´ÉBÉEã{ÉvÉÉÉÊ®ªÉÉå/,1,3.4,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,6,camelot,other,1. ºÉÉÒ{ÉÉÒAºÉ<ÇWÉ iÉlÉÉ AºÉAãÉ{ÉÉÒ<ÇWÉ 1.1ºÉÉÒ{ÉÉÒAºÉ<ÇWÉ iÉlÉÉ AºÉAãÉ{ÉÉÒ<ÇWÉ BÉäE 25 1. ºÉÉÒ {ÉÉÒAºÉ <ÇWÉ i ÉlÉÉ 1.1 {ÉÚ´ÉÇ ´É­ÉÇ BÉEÉÒ iÉÖãÉxÉÉ àÉå 10±,6,1.0,1.1,25.0,1.0,1.1,10.0,,,,
TN Budget 2023-24 OOMF.pdf,6,camelot,other,6.51 ºÉä ºÉÆ¤ÉÆÉÊvÉiÉ ºÉÉàÉÉxªÉ àÉÖqÉå {É® +ÉxÉÖºÉÆvÉÉxÉ BÉEÉªÉÇ{ÉÉãÉBÉEÉå BÉäE ÉÊãÉA ºÉÆSÉÉÉÊãÉiÉ |ÉÉÊ¶ÉFÉhÉ AºÉAãÉ{ÉÉÒ<ÇWÉ BÉäE ºÉÉàÉÉxªÉ àÉÖqÉå |ÉÉÊ¶ÉÉÊFÉiÉ BÉEÉªÉÇ{ÉÉãÉBÉEÉå BÉEÉÒ ºÉÆJªÉÉ,1,6.51,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,1. Demand No.30- Department of Economic Affairs,2,1.0,30.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,(i) IIPDF Scheme (CS) 9,1,9.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,2. Demand No.32- Department of Financial Services,2,2.0,32.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,(i) Loan Guarantee Scheme for COVID Affected Sectors (LGSCAS) 10,1,10.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,(ii) Credit Guarantee Scheme for Micro Finance Institutions (CGSMFI) 10,1,10.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,(iii) Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) and Pradhan Mantri 10,1,10.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,(iv) Pradhan Mantri Vaya Vandana Yojana (PMVVY) (CS) : 11,1,11.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,(v) Varishtha Pension Bima Yojana (VPBY) : Interest subsidy to LIC for Pension Plan 11,1,11.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,(vi) Grants to NABARD to settle the claims under Indo-Swiss Cooperation –VI 11,1,11.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,(vii) Atal Pension Yojana (CS) 11-12,2,11.0,-12.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,3. Demand No.33- Department of Public Enterprises,2,3.0,33.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,"(i) Counselling, Retraining and Redeployment (CRR) scheme 13",1,13.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,7,camelot,other,"(ii) Research, Development and Consultancy on generic issues related to CPSEs and 13",1,13.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,9,camelot,other,Encouraging collateral free Cumulative number of loan 2300 Providing guarantee Amount of loan to be sanctioned,1,2300.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,9,camelot,other,1918 (as on 31.10.2022),3,1918.0,31.1,2022.0,,,,,,,
TN Budget 2023-24 OOMF.pdf,9,camelot,other,1.50(proposed),1,1.5,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,9,camelot,other,2023 since the end of,1,2023.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,9,camelot,other,channels on daily basis May 2023 are as,1,2023.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,9,camelot,other,PMJJBY -15%,1,-15.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,9,camelot,other,PMSBY-10%,1,-10.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,189.70 Coverage of senior citizens Number of senior citizens Scheme is open for Increased coverage of senior Percentage increase in,1,189.7,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,"(proposed) under Pradhan Mantri Vaya opting for the pension plan subscription up to 31st March, citizens and shortfall from senior citizens under",1,31.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,subscription up to 31st,1,31.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,"Vandana Yojana during the financial year 2023; No further enrolment the assured return borne by Pradhan Mantri Vaya March, 2023; No",2,2023.0,2023.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,0.83 Refinance by NABARD for non- Percentage of amount Promotion of non-farm Release of refinance 0.83,2,0.83,0.83,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,100%,1,100.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,agriculture_rural,activities in rural areas 2023-24 cover repayments/,2,2023.0,-24.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,Financial Outlay OUTPUTS 2022-23 OUTCOME 2023-24,4,2022.0,-23.0,2023.0,-24.0,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,2023-24* Output Indicators Target 2023-24** Outcome Indicators Target 2023-24^,6,2023.0,-24.0,2023.0,-24.0,2023.0,-24.0,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,245 Incentive to Atal Pension yojana Amount sanctioned for 245 Number of subscribers Enrolment targets,2,245.0,245.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,10,camelot,other,5 Promotional Campaign under Amount sanctioned for 5 Target not amenable,2,5.0,5.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,11,camelot,other,271 Gap Fund under Atal Pension Amount sanctioned for Gap To ensure that every Number of subscribes Target not amenable,1,271.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,11,camelot,other,(proposed) Yojana (APY) funding subscriber of APY will benefitted beyond 2035. as pension,1,2035.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,11,camelot,other,pension starting from start before 2035.,1,2035.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,11,camelot,other,2035 onwards.,1,2035.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,12,camelot,other,1. To undertake research 1.1. No of Training 1. Coverage of research 1.1. % increase/ decrease,4,1.0,1.1,1.0,1.1,,,,,,
TN Budget 2023-24 OOMF.pdf,12,camelot,other,"studies, trainings, seminars, Programmes for studies, training and in no. of trained 10%",1,10.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,12,camelot,other,25,1,25.0,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,12,camelot,other,6.51,1,6.51,,,,,,,,,
TN Budget 2023-24 OOMF.pdf,12,camelot,other,1.2. No. of workshops for 1.2. % of increase/,2,1.2,1.2,,,,,,,,
TN Budget 2023-24 OOMF.pdf,12,camelot,other,15 10%,2,15.0,10.0,,,,,,,,
TN Budget 2023-24 OOMF.pdf,12,camelot,other,1.3. No. of orientation 1.3. % of increase/ 10%,3,1.3,1.3,10.0,,,,,,,
TN Budget 2023-24 OOMF.pdf,12,camelot,other,6,1,6.0,,,,,,,,,
