filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
TN Budget 2022-23 OOMF.pdf,2,camelot,other,2.,1,2.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,2,camelot,other,मांग सं(cid:201)या 33 – लोक उ(cid:622)यम (cid:874)वभाग,4,201.0,33.0,622.0,874.0,,,,,,
TN Budget 2022-23 OOMF.pdf,2,camelot,other,"(i) परामश(cid:91), पुन(cid:292)(cid:91)(cid:871)श(cid:162)ण और पुन(cid:467)न(cid:91)योजन (सीआरआर) योजना 4",8,91.0,292.0,91.0,871.0,162.0,467.0,91.0,4.0,,
TN Budget 2022-23 OOMF.pdf,2,camelot,other,"(ii) सीपीएसईज और एसएलपीईज से संबं(cid:876)धत जेने(cid:464)रक मु(cid:622)द(cid:585) पर अनुसंधान, (cid:874)वकास और परामश(cid:91) 5",7,876.0,464.0,622.0,585.0,874.0,91.0,5.0,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,ÉÊ´ÉkÉÉÒªÉ {ÉÉÊ®´ªÉªÉ |ÉÉÊiÉ{ÉEãÉ 2022-23 {ÉÉÊ®hÉÉàÉ 2022-23,4,2022.0,-23.0,2022.0,-23.0,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,2022-23 2022-23 2022-23,6,2022.0,-23.0,2022.0,-23.0,2022.0,-23.0,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,0.84,1,0.84,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,0.84 1. MÉè® BÉßEÉÊKÉ FÉäjÉ BÉäE ÉÊãÉA xÉÉ¤ÉÉbÇ 1.1. ÉÊ´ÉkÉÉÒªÉ ´ÉKÉÇ 2022-23 BÉäE 0.84 1. {ÉÉÊ®ºÉÆ{ÉÉÊkÉ ºÉßVÉxÉ +ÉÉè® 1.1. <ºÉ {ÉÉÊ®ªÉÉäVÉxÉÉ BÉäE,8,0.84,1.0,1.1,2022.0,-23.0,0.84,1.0,1.1,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,YÉÉ{ÉxÉ 2031 iÉBÉE ´ÉèvÉ cè*,1,2031.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,|ÉvÉÉxÉàÉÆjÉÉÒ ´ÉªÉ ´ÉÆnxÉÉ ªÉÉäVÉxÉÉ ({ÉÉÒAàÉ´ÉÉÒ´ÉÉÒ´ÉÉ<Ç)2 (ºÉÉÒAºÉ) :,1,2.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,1.1.àÉÉÉÊºÉBÉE {Éå¶ÉxÉ ªÉÉäVÉxÉÉ BÉEÉ SÉªÉxÉ 102600 1. |ÉvÉÉxÉàÉÆjÉÉÒ ´ÉªÉ ´ÉÆnxÉÉ 5342.25,4,1.1,102600.0,1.0,5342.25,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,473.92 1. |ÉvÉÉxÉàÉÆjÉÉÒ ´ÉªÉ ´ÉÆnxÉÉ ªÉÉäVÉxÉÉ BÉäE 1.1. {Éå¶ÉxÉ £ÉÖMÉiÉÉxÉ BÉäE ÉÊãÉA,3,473.92,1.0,1.1,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,1.2.jÉèàÉÉÉÊºÉBÉE {Éå¶ÉxÉ ªÉÉäVÉxÉÉ BÉEÉ,1,1.2,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,28400 ÉÊ´ÉiÉÉÊ®iÉ ®ÉÉÊ¶É (°ô.,1,28400.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,1.2. àÉßiªÉÖ ãÉÉ£É BÉäE ÉÊãÉA 801.69,2,1.2,801.69,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,2. ´ÉÉÊ®K~ xÉÉMÉÉÊ®BÉEÉå BÉEÉ,1,2.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,1.4.´ÉÉÉÊKÉÇBÉE {Éå¶ÉxÉ ªÉÉäVÉxÉÉ BÉEÉ SÉªÉxÉ 61400,2,1.4,61400.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,´ÉªÉ ´ÉÆnxÉÉ ªÉÉäVÉxÉÉ BÉäE iÉciÉ 12.64,1,12.64,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,1.3. ªÉÉäVÉxÉÉ ºÉä |ÉÉÒ-àÉäSªÉÉä®,1,1.3,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,14.86,1,14.86,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,3,camelot,other,1.4. |ÉvÉÉxÉàÉÆjÉÉÒ ´ÉªÉ ´ÉÆnxÉÉ,1,1.4,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,1.1. 2022-23 àÉå º´ÉÉÒBÉßEiÉ 124889 **,4,1.1,2022.0,-23.0,124889.0,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,"AäºÉä jÉ@hÉÉå BÉEÉä MÉÉ®Æ]ÉÒ BÉE´É® |ÉnÉxÉ ªÉÉäVÉxÉÉ BÉäE iÉciÉ jÉ@hÉ JÉÉiÉÉå BÉEÉÒ 49,000 # º]éb +É{É <ÆÉÊbªÉÉ ªÉÉäVÉxÉÉ",1,49000.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,101714,1,101714.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,|ÉÉäiºÉÉÉÊciÉ BÉE®xÉÉ ÉÊVÉºÉºÉä ºÉnºªÉ jÉ@hÉ VÉÉAMÉÉÒ {ÉÉÊ®ªÉÉäVÉxÉÉ+ÉÉå BÉEÉÒ ºlÉÉ{ÉxÉÉ BÉäE 1.2. àÉÉÊcãÉÉ+ÉÉå BÉEÉä º´ÉÉÒBÉßEiÉ,1,1.2,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,1.3 +ÉxÉÖºÉÚÉÊSÉiÉ VÉÉÉÊiÉ/,1,1.3,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,ÉÊBÉEªÉÉ VÉÉ ºÉBÉäE +ÉxÉÖºÉÚÉÊSÉiÉ VÉxÉVÉÉÉÊiÉ +ÉÉè® 23175,1,23175.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,àÉÉÊcãÉÉ =tÉÉÊàÉªÉÉå BÉEÉä 10 ãÉÉJÉ,1,10.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,âó{ÉªÉä ºÉä 100 ãÉÉJÉ BÉäE ¤ÉÉÒSÉ,1,100.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,"´ÉKÉÇ 2025 iÉBÉE BÉÖEãÉ 25 ãÉÉJÉ jÉ@hÉÉå BÉäE ãÉFªÉ BÉäE àÉÖBÉEÉ¤ÉãÉä 31.11.2021 iÉBÉE 1,24,889 BÉEÉ ºÉÆSÉªÉÉÒ ãÉFªÉ |ÉÉ{iÉ ÉÊBÉEªÉÉ MÉªÉÉ cè* VÉcÉÆ iÉBÉE gÉähÉÉÒ´ÉÉ® ={ÉãÉÉÎ¤vÉ BÉEÉ ºÉÆ¤ÉÆvÉ cè, ªÉc ªÉÉäVÉxÉÉ àÉÉÆMÉ +ÉÉvÉÉÉÊ®iÉ cè, BÉEÉä<Ç ´ÉÉÉÊKÉÇBÉE ãÉFªÉ ÉÊxÉvÉÉÇÉÊ®iÉ xÉcÉÓ ÉÊBÉEªÉÉ VÉÉiÉÉ cè* cÉãÉÉÆÉÊBÉE, |ÉÉ{iÉ ´ÉÉºiÉÉÊ´ÉBÉE ºÉÆJªÉÉ ÉÊ´ÉkÉ",5,2025.0,25.0,31.11,2021.0,124889.0,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,"´ÉKÉÇ BÉäE +ÉÆiÉ àÉå ºÉÉZÉÉ BÉEÉÒ VÉÉAMÉÉÒ* (ºÉÆSÉªÉÉÒ ={ÉãÉÉÎ¤vÉ 31.10.2021 iÉBÉE - AºÉºÉÉÒ/AºÉ]ÉÒ =vÉÉ®BÉEiÉÉÇ - 23,175 +ÉÉè® àÉÉÊcãÉÉ =vÉÉ®BÉEiÉÉÇ - 1,01,714 BÉÖEãÉ = 1,24,889)",5,31.1,2021.0,23175.0,101714.0,124889.0,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,110 |ÉvÉÉxÉàÉÆjÉÉÒ àÉÖpÉ ªÉÉäVÉxÉÉ ºÉnºªÉ jÉ@hÉ ºÉÆºlÉÉ+ÉÉå,1,110.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,100 AäºÉä jÉ@hÉÉå BÉEÉä MÉÉ®Æ]ÉÒ BÉE´É® |ÉnÉxÉ ªÉÉäVÉxÉÉ BÉäE iÉciÉ jÉ@hÉ JÉÉiÉÉå BÉEÉÒ 1678548 #,2,100.0,1678548.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,4,camelot,other,BÉEÉäãÉè]®ãÉ |ÉEÉÒ #ÉäEÉÊb] (10 BÉäE iÉciÉ º´ÉÉÒBÉßEiÉ ÉÊBÉEA VÉÉxÉä,1,10.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,5,camelot,other,1. +É]ãÉ {Éå¶ÉxÉ ªÉÉäVÉxÉÉ (A{ÉÉÒ´ÉÉ<Ç) 1.1. A{ÉÉÒ´ÉÉ<Ç ºÉä´ÉÉ |ÉnÉiÉÉ+ÉÉå 190.3 1. ¤ÉäciÉ® VÉÉMÉ°ôBÉEiÉÉ BÉäE 1.1. A{ÉÉÒ´ÉÉ<Ç BÉäE iÉciÉ 1.10,6,1.0,1.1,190.3,1.0,1.1,1.1,,,,
TN Budget 2022-23 OOMF.pdf,5,camelot,other,2. +É]ãÉ {Éå¶ÉxÉ ªÉÉäVÉxÉÉ (A{ÉÉÒ´ÉÉ<Ç) ®ÉÉÊ¶É (âó{ÉªÉä BÉE®Éä½ àÉå) BÉE´É®äVÉ +ÉÉè® ´ÉßrÉ´ÉºlÉÉ ºÉÆJªÉÉ (BÉE®Éä½ àÉå),1,2.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,5,camelot,other,BÉäE iÉciÉ |ÉSÉÉ® +ÉÉÊ£ÉªÉÉxÉ 2.1. |ÉSÉÉ® +ÉÉÊ£ÉªÉÉxÉÉå BÉäE ÉÊãÉA,1,2.1,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,6,camelot,other,ÉÊ´ÉkÉ àÉÆjÉÉãÉªÉ àÉÉÆMÉ ºÉÆ. 33,1,33.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,6,camelot,other,ÉÊ´ÉkÉÉÒªÉ {ÉÉÊ®´ªÉªÉ +ÉÉ=]{ÉÖ] 2022-23 {ÉÉÊ®hÉÉàÉ 2022-23,4,2022.0,-23.0,2022.0,-23.0,,,,,,
TN Budget 2022-23 OOMF.pdf,6,camelot,other,(BÉE®Éä½ âó{ÉªÉä àÉå) +ÉÉ=]{ÉÖ] ºÉÆBÉäEiÉBÉE ãÉFªÉ 2022-23 {ÉÉÊ®hÉÉàÉ ºÉÆBÉäEiÉBÉE ãÉFªÉ 2022-23,4,2022.0,-23.0,2022.0,-23.0,,,,,,
TN Budget 2022-23 OOMF.pdf,6,camelot,other,2022-23,2,2022.0,-23.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,6,camelot,other,1. {É®ÉàÉ¶ÉÇ +ÉÉè® |ÉÉÊ¶ÉFÉhÉ BÉäE àÉÉvªÉàÉ 1.1 |ÉÉÊ¶ÉÉÊFÉiÉ ´ÉÉÒ+ÉÉ®AºÉ/´ÉÉÒAºÉAºÉ 1. {É®ÉàÉ¶ÉÇ +ÉÉè® |ÉÉÊ¶ÉFÉhÉ BÉäE 1.1 ´ÉÉÒ+ÉÉ®AºÉ/´ÉÉÒAºÉAºÉ 65±,5,1.0,1.1,1.0,1.1,65.0,,,,,
TN Budget 2022-23 OOMF.pdf,6,camelot,other,1500,1,1500.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,6,camelot,other,3.40 ºÉä {ÉßlÉBÉE cÖA BÉEàÉÇSÉÉÉÊ®ªÉÉå BÉEÉ ÉÊ´ÉBÉEã{ÉvÉÉ®ÉÒ/=xÉBÉäE +ÉÉÉÊgÉiÉÉå BÉEÉÒ ºÉÆJªÉÉ * àÉÉvªÉàÉ ºÉä {ÉßlÉBÉE cÖA BÉEàÉÇSÉÉÉÊ®ªÉÉå ÉÊ´ÉBÉEã{ÉvÉÉ®ÉÒ/+ÉÉÉÊgÉiÉÉå BÉäE,1,3.4,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,6,camelot,other,4,1,4.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,7,camelot,other,ÉÊ´ÉkÉÉÒªÉ {ÉÉÊ®´ªÉªÉ +ÉÉ=]{ÉÖ] 2022-23 {ÉÉÊ®hÉÉàÉ 2022-23,4,2022.0,-23.0,2022.0,-23.0,,,,,,
TN Budget 2022-23 OOMF.pdf,7,camelot,other,(BÉE®Éä½ âó{ÉªÉä àÉå) +ÉÉ=]{ÉÖ] ºÉÆBÉäEiÉBÉE ãÉFªÉ 2022-23 {ÉÉÊ®hÉÉàÉ ºÉÆBÉäEiÉBÉE ãÉFªÉ 2022-23,4,2022.0,-23.0,2022.0,-23.0,,,,,,
TN Budget 2022-23 OOMF.pdf,7,camelot,other,2022-23,2,2022.0,-23.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,7,camelot,other,1. ºÉÉÒ{ÉÉÒAºÉ<ÇWÉ +ÉÉè® AºÉAãÉ{ÉÉÒ<ÇWÉ 1.1ºÉÉÒ{ÉÉÒAºÉ<ÇWÉ +ÉÉè® AºÉAãÉ{ÉÉÒ<ÇWÉ BÉäE 22 1. ºÉÉÒ {ÉÉÒAºÉ <ÇWÉ + ÉÉè® 1.1ÉÊ{ÉUãÉä ´ÉKÉÇ1 àÉå |ÉÉÊ¶ÉÉÊFÉiÉ 10±,7,1.0,1.1,22.0,1.0,1.1,1.0,10.0,,,
TN Budget 2022-23 OOMF.pdf,7,camelot,other,5.15 ºÉä ºÉÆ¤ÉÆÉÊvÉiÉ VÉäxÉäÉÊ®BÉE àÉÖqÉå {É® +ÉxÉÖºÉÆvÉÉxÉ BÉEÉªÉÇ{ÉÉãÉBÉEÉå BÉäE ÉÊãÉA +ÉÉªÉÉäÉÊVÉiÉ +ÉÉ´ÉÉºÉÉÒªÉ AºÉAãÉ{ÉÉÒ<ÇWÉ BÉäE ÉÊãÉA VÉäxÉäÉÊ®BÉE +ÉÉÊvÉBÉEÉÉÊ®ªÉÉå BÉEÉÒ ºÉÆJªÉÉ àÉå ´ÉßÉÊr/,1,5.15,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,7,camelot,other,1.2.ºÉÉÒ{ÉÉÒAºÉ<ÇWÉ +ÉÉè® AºÉAãÉ{ÉÉÒ<ÇWÉ BÉäE 13 1.2.ÉÊ{ÉUãÉä ´ÉKÉÇ1 àÉå +ÉÉªÉÉäÉÊVÉiÉ 8±,5,1.2,13.0,1.2,1.0,8.0,,,,,
TN Budget 2022-23 OOMF.pdf,7,camelot,other,1.3.ºÉÉÒ{ÉÉÒAºÉ<ÇWÉ BÉäE ÉÊxÉnä¶ÉBÉEÉå BÉäE FÉàÉiÉÉ 8 1.3.ÉÊ{ÉUãÉä ´ÉKÉÇ1 àÉå £ÉÉMÉ ãÉäxÉä 10±,5,1.3,8.0,1.3,1.0,10.0,,,,,
TN Budget 2022-23 OOMF.pdf,7,camelot,other,1.4. ÉÊBÉEA MÉA +ÉxÉÖºÉÆvÉÉxÉ/ÉÊ´ÉKÉªÉMÉiÉ 1 1.4. +ÉxÉÖºÉÆvÉÉxÉ/ÉÊ´ÉKÉªÉMÉiÉ 1,4,1.4,1.0,1.4,1.0,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,1. Demand No. 32-Department of Financial Services,2,1.0,32.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,(i) Grants to NABARD to settle the claims under Indo-Swiss Cooperation-VI 9,1,9.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,(ii) Pradhan Mantri Vaya Vandan Yojana (PMVVY)2 (CS) 9,2,2.0,9.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,(iii) Varishtha Pension Bima Yojana (VPBY3) : Interest subsidy to LIC for Pension Plan for Senior 10,2,3.0,10.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,(iv) Credit Guarantee Scheme for Stand-Up India – CGSSI (through NCGTC) 10,1,10.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,(v) Credit Guarantee Fund for Micro Units (for Pradhan Mantri Mudra Yojana) 10,1,10.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,(vi) Atal Pension Yojana (CS) 11,1,11.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,(vii) Subscription to the Share Capital of Industrial Finance Corporation of India (IFCI) 11,1,11.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,Demand No. 33 – Department of Public Enterprises,1,33.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,2.,1,2.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,"(i) Counseling, Retraining and Redeployment (CRR) Scheme 12",1,12.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,8,camelot,other,"(ii) Research, Development and Consultancy on Generic issues related to CPSEs and SLPEs 13",1,13.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,Output Indicators Target 2022-23 Outcome Indicators Target 2022-23,4,2022.0,-23.0,2022.0,-23.0,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,1. Refinance by NABARD Percentage of amount 1. Promotion of non- 1.1 Release of refinance 0.84,4,1.0,1.0,1.1,0.84,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,0.84,1,0.84,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,credit by banks for non- 2022-23 repayments/ commitments,2,2022.0,-23.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,MoU signed by GoI with Swiss government valid upto 2031.,1,2031.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,(ii) Pradhan Mantri Vaya Vandana Yojana (PMVVY)2 (CS) :,1,2.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,1.1. Amount Disbursed,1,1.1,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,"1. Coverage of senior citizens 1.1 No. of Senior Citizens 102,600 1. Amount disbursed",4,1.0,1.1,102600.0,1.0,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,473.92 5342.25,2,473.92,5342.25,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,Payments (in Rs 801.69,1,801.69,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,"1.2 No. of Senior Citizens 28,400",2,1.2,28400.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,1.2. Amount Disbursed,1,1.2,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,12.64,1,12.64,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,"1.3 No. of Senior Citizens 18,600 2. Increased Coverage",3,1.3,18600.0,2.0,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,1.3. Amount Disbursed,1,1.3,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,14.86,1,14.86,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,"1.4 No. of Senior Citizens 61,400 borne by the PM",2,1.4,61400.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,9,camelot,other,2.1. Percentage change,1,2.1,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"0.01* To encourage collateral free Cumulative number of loan 49,000 # 1.1 Number of loan 124889 **",4,0.01,49000.0,1.1,124889.0,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,credit/loan between Rs. 10 accounts sanctioned,1,10.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,lakh to 100 lakh to SC/ST 2022-23.,3,100.0,2022.0,-23.0,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,social_welfare,and women entrepreneurs 1.2 Number of loan 101714,2,1.2,101714.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,India Scheme (SUPI) 1.3 Number of loan 23175,2,1.3,23175.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,No budgetary allocation has been made for BE 2022-23 as sufficient funds are available with NCGTC.,2,2022.0,-23.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,social_welfare,"Women borrowers – 1,01,714 Total = 1,24,889)",2,101714.0,124889.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,100 To encourage collateral free Amount of loan to be 1678548 #,2,100.0,1678548.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,Cumulative number of loan 110,1,110.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,credit (loans up to Rs. 10,1,10.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"Shishu, 722383",1,722383.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,Kishore & 561276,1,561276.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,Tarun (in Rs. Crore) 394888,1,394888.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"Note: Collateral free loans in each category: Under Shishu: Rs. 50,000.00 Tarun: Rs. 5,00,000.00 and Kishore: Rs. 10,00,000.00",3,50000.0,500000.0,1000000.0,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"722383 Shishu,",1,722383.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,561276 Kishore &,1,561276.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,394888 Tarun (in Rs. Crore),1,394888.0,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"* Note: Collateral free loans in each category: Under Shishu: Rs. 50,000.00 Tarun: Rs. 5,00,000.00 and Kishore: Rs. 10,00,000.00",3,50000.0,500000.0,1000000.0,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"# Target is fixed every year based on the achievement of previous year. Thus, target will be fixed in the first quarter of FY 2022-23. As far as category wise achievement is concerned, the Scheme",2,2022.0,-23.0,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"Loan sanctioned till 29.10.2021 under Shishu – Rs.7,22,383.10 crore, Kishore – Rs.5,61,276.03 crore & Tarun – Rs.3,94,888.91 crore",5,29.1,2021.0,722383.1,561276.03,394888.91,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"Total Rs.1,678,548.04 crore.",1,1678548.04,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,10,camelot,other,"Cumulative number of loan accounts 94,84,277under PMMY achieved - till 31.10.2021 –",3,9484277.0,31.1,2021.0,,,,,,,
TN Budget 2022-23 OOMF.pdf,11,camelot,other,1. Incentive to Atal Pension 1.1. Amount sanctioned for 1. Better awareness 1.1.Number of subscribers,4,1.0,1.1,1.0,1.1,,,,,,
TN Budget 2022-23 OOMF.pdf,11,camelot,other,200.1 1.10,2,200.1,1.1,,,,,,,,
TN Budget 2022-23 OOMF.pdf,11,camelot,other,190.3,1,190.3,,,,,,,,,
TN Budget 2022-23 OOMF.pdf,11,camelot,other,2. Promotional Campaign under NA (*) 2.1. Amount sanctioned for,2,2.0,2.1,,,,,,,,
